Transaction ID,Customer ID,Purchase Date,Product Category,Quantity,Price,Payment Method,Location
1429,725,2023-02-21 23:37:32.025202520,Groceries,2,261.53,Cash,Store A
1430,1189,2023-02-22 00:29:57.299729973,Furniture,6,206.1,Credit Card,Store D
1431,5,2023-02-22 01:22:22.574257425,Groceries,5,409.96,Digital Payment,Store A
1432,851,2023-02-22 02:14:47.848784878,Groceries,2,95.12,Cash,Store A
1433,1403,2023-02-22 03:07:13.123312331,Toys,8,32.83,Credit Card,Store C
1434,78,2023-02-22 03:59:38.397839784,Clothing,9,474.21,Cash,Store B
1435,1434,2023-02-22 04:52:03.672367236,Clothing,7,6.87,Cash,Store B
1436,574,2023-02-22 05:44:28.946894689,Groceries,9,488.53,Credit Card,Store A
1437,132,2023-02-22 06:36:54.221422142,Clothing,4,365.78,Digital Payment,Store C
1438,601,2023-02-22 07:29:19.495949595,Electronics,7,167.61,Credit Card,Store A
1439,1773,2023-02-22 08:21:44.770477047,Groceries,5,350.42,Digital Payment,Store B
1440,1066,2023-02-22 09:14:10.045004500,Clothing,5,409.85,Credit Card,Store B
1441,89,2023-02-22 10:06:35.319531953,Electronics,3,126.45,Digital Payment,Store D
1442,402,2023-02-22 10:59:00.594059406,Toys,9,386.59,Digital Payment,Store D
1443,296,2023-02-22 11:51:25.868586858,Clothing,5,403.16,Cash,Store C
1444,1864,2023-02-22 12:43:51.143114311,Electronics,6,128.43,Cash,Store C
1445,1319,2023-02-22 13:36:16.417641764,Furniture,3,25.75,Digital Payment,Store B
1446,616,2023-02-22 14:28:41.692169217,Furniture,7,106.04,Credit Card,Store B
1447,1550,2023-02-22 15:21:06.966696669,Electronics,9,104.32,Digital Payment,Store B
1448,800,2023-02-22 16:13:32.241224122,Groceries,9,37.29,Credit Card,Store A
1449,1715,2023-02-22 17:05:57.515751575,Groceries,5,364.37,Digital Payment,Store D
1450,1661,2023-02-22 17:58:22.790279028,Clothing,7,193.09,Credit Card,Store D
1451,422,2023-02-22 18:50:48.064806480,Furniture,3,442.77,Cash,Store B
1452,1889,2023-02-22 19:43:13.339333933,Groceries,6,129.82,Credit Card,Store B
1453,1047,2023-02-22 20:35:38.613861386,Groceries,8,229.35,Cash,Store D
1454,575,2023-02-22 21:28:03.888388839,Furniture,8,321.31,Credit Card,Store C
1455,143,2023-02-22 22:20:29.162916291,Toys,2,439.35,Cash,Store B
1456,993,2023-02-22 23:12:54.437443744,Groceries,6,264.69,Credit Card,Store B
1457,665,2023-02-23 00:05:19.711971197,Electronics,7,189.89,Digital Payment,Store C
1458,145,2023-02-23 00:57:44.986498650,Clothing,7,434.17,Credit Card,Store B
1459,1249,2023-02-23 01:50:10.261026102,Groceries,3,158.57,Cash,Store D
1460,1007,2023-02-23 02:42:35.535553555,Groceries,9,44.31,Cash,Store D
1461,503,2023-02-23 03:35:00.810081008,Toys,2,225.3,Credit Card,Store C
1462,1986,2023-02-23 04:27:26.084608461,Electronics,3,393.62,Digital Payment,Store D
1463,1998,2023-02-23 05:19:51.359135913,Clothing,2,20.24,Credit Card,Store C
1464,821,2023-02-23 06:12:16.633663366,Groceries,9,295.01,Credit Card,Store C
1465,1640,2023-02-23 07:04:41.908190819,Clothing,4,299.26,Cash,Store D
1466,104,2023-02-23 07:57:07.182718272,Furniture,2,464.63,Digital Payment,Store C
1467,1971,2023-02-23 08:49:32.457245724,Groceries,3,146.8,Digital Payment,Store D
1468,1063,2023-02-23 09:41:57.731773177,Groceries,4,143.02,Digital Payment,Store C
1469,1971,2023-02-23 10:34:23.006300630,Furniture,6,223.04,Digital Payment,Store C
1470,198,2023-02-23 11:26:48.280828083,Toys,5,181.67,Credit Card,Store C
1471,1670,2023-02-23 12:19:13.555355535,Groceries,3,369.49,Digital Payment,Store D
1472,579,2023-02-23 13:11:38.829882988,Clothing,8,322.67,Digital Payment,Store B
1473,391,2023-02-23 14:04:04.104410441,Electronics,8,380.67,Digital Payment,Store A
1474,1203,2023-02-23 14:56:29.378937894,Clothing,7,410.92,Cash,Store B
1475,1992,2023-02-23 15:48:54.653465346,Toys,3,461.88,Cash,Store C
1476,554,2023-02-23 16:41:19.927992799,Electronics,1,218.31,Cash,Store D
1477,1472,2023-02-23 17:33:45.202520252,Clothing,5,492.43,Digital Payment,Store C
1478,1524,2023-02-23 18:26:10.477047705,Clothing,1,111.75,Credit Card,Store B
1479,1039,2023-02-23 19:18:35.751575157,Furniture,6,358.61,Credit Card,Store A
1480,1647,2023-02-23 20:11:01.026102610,Toys,7,269.33,Cash,Store B
1481,1693,2023-02-23 21:03:26.300630063,Furniture,5,409.37,Cash,Store D
1482,1313,2023-02-23 21:55:51.575157516,Electronics,4,241.0,Digital Payment,Store D
1483,478,2023-02-23 22:48:16.849684968,Furniture,2,393.05,Cash,Store B
1484,1255,2023-02-23 23:40:42.124212421,Toys,5,465.43,Cash,Store B
1485,923,2023-02-24 00:33:07.398739874,Groceries,9,367.49,Cash,Store A
1486,420,2023-02-24 01:25:32.673267326,Groceries,4,389.17,Cash,Store C
1487,157,2023-02-24 02:17:57.947794779,Electronics,2,38.25,Credit Card,Store D
1488,550,2023-02-24 03:10:23.222322232,Groceries,6,106.45,Digital Payment,Store D
1489,1465,2023-02-24 04:02:48.496849685,Furniture,8,487.28,Credit Card,Store A
1490,1121,2023-02-24 04:55:13.771377137,Electronics,2,348.13,Cash,Store D
1491,1021,2023-02-24 05:47:39.045904590,Toys,9,282.92,Digital Payment,Store D
1492,997,2023-02-24 06:40:04.320432043,Electronics,7,186.65,Digital Payment,Store B
1493,1435,2023-02-24 07:32:29.594959496,Electronics,2,26.97,Credit Card,Store B
1494,951,2023-02-24 08:24:54.869486948,Clothing,5,187.72,Credit Card,Store A
1495,289,2023-02-24 09:17:20.144014401,Clothing,5,251.96,Cash,Store D
1496,1278,2023-02-24 10:09:45.418541854,Electronics,7,109.67,Credit Card,Store A
1497,196,2023-02-24 11:02:10.693069307,Groceries,5,90.7,Cash,Store C
1498,598,2023-02-24 11:54:35.967596759,Clothing,6,256.67,Cash,Store C
1499,1858,2023-02-24 12:47:01.242124212,Toys,9,295.02,Cash,Store A
1500,1546,2023-02-24 13:39:26.516651665,Furniture,3,123.76,Digital Payment,Store D
1501,517,2023-02-24 14:31:51.791179118,Clothing,3,295.76,Digital Payment,Store C
1502,1659,2023-02-24 15:24:17.065706570,Electronics,8,450.67,Credit Card,Store D
1503,1866,2023-02-24 16:16:42.340234023,Groceries,6,239.22,Credit Card,Store B
1504,865,2023-02-24 17:09:07.614761476,Furniture,3,429.41,Digital Payment,Store A
1505,1142,2023-02-24 18:01:32.889288929,Clothing,2,464.0,Credit Card,Store C
1506,806,2023-02-24 18:53:58.163816381,Groceries,2,50.74,Cash,Store D
1507,1933,2023-02-24 19:46:23.438343834,Groceries,2,52.43,Cash,Store B
1508,1183,2023-02-24 20:38:48.712871287,Groceries,5,240.64,Digital Payment,Store A
1509,815,2023-02-24 21:31:13.987398740,Electronics,5,296.11,Credit Card,Store C
1510,228,2023-02-24 22:23:39.261926192,Toys,1,215.81,Credit Card,Store B
1511,1901,2023-02-24 23:16:04.536453645,Groceries,2,166.59,Digital Payment,Store A
1512,216,2023-02-25 00:08:29.810981098,Furniture,2,322.29,Cash,Store C
1513,948,2023-02-25 01:00:55.085508551,Clothing,4,6.03,Cash,Store D
1514,1720,2023-02-25 01:53:20.360036003,Furniture,7,484.2,Credit Card,Store B
1515,15,2023-02-25 02:45:45.634563456,Electronics,3,119.88,Digital Payment,Store B
1516,1181,2023-02-25 03:38:10.909090909,Electronics,5,458.96,Digital Payment,Store D
1517,1672,2023-02-25 04:30:36.183618362,Furniture,9,58.96,Cash,Store B
1518,1285,2023-02-25 05:23:01.458145814,Toys,5,122.85,Cash,Store B
1519,1181,2023-02-25 06:15:26.732673267,Electronics,9,121.26,Credit Card,Store A
1520,47,2023-02-25 07:07:52.007200720,Electronics,1,498.1,Digital Payment,Store D
1521,324,2023-02-25 08:00:17.281728173,Furniture,9,7.28,Credit Card,Store B
1522,844,2023-02-25 08:52:42.556255625,Electronics,5,321.62,Credit Card,Store D
1523,1709,2023-02-25 09:45:07.830783078,Toys,8,435.49,Digital Payment,Store A
1524,130,2023-02-25 10:37:33.105310531,Toys,5,337.78,Digital Payment,Store A
1525,1435,2023-02-25 11:29:58.379837984,Toys,6,184.55,Cash,Store D
1526,95,2023-02-25 12:22:23.654365436,Clothing,8,479.36,Digital Payment,Store D
1527,627,2023-02-25 13:14:48.928892889,Toys,2,447.29,Credit Card,Store C
1528,755,2023-02-25 14:07:14.203420342,Toys,3,219.81,Credit Card,Store A
1529,1956,2023-02-25 14:59:39.477947795,Clothing,9,288.8,Digital Payment,Store B
1530,1316,2023-02-25 15:52:04.752475247,Groceries,5,483.92,Credit Card,Store A
1531,794,2023-02-25 16:44:30.027002700,Electronics,5,491.37,Digital Payment,Store A
1532,1835,2023-02-25 17:36:55.301530153,Toys,9,227.66,Cash,Store C
1533,1307,2023-02-25 18:29:20.576057606,Electronics,3,424.44,Cash,Store D
1534,69,2023-02-25 19:21:45.850585058,Furniture,4,154.48,Digital Payment,Store A
1535,1684,2023-02-25 20:14:11.125112511,Electronics,7,189.05,Credit Card,Store C
1536,11,2023-02-25 21:06:36.399639964,Clothing,2,86.59,Digital Payment,Store D
1537,1278,2023-02-25 21:59:01.674167416,Electronics,8,108.55,Digital Payment,Store A
1538,1866,2023-02-25 22:51:26.948694869,Electronics,5,330.15,Cash,Store C
1539,872,2023-02-25 23:43:52.223222322,Electronics,1,257.84,Digital Payment,Store A
1540,550,2023-02-26 00:36:17.497749775,Groceries,3,119.41,Cash,Store B
1541,1158,2023-02-26 01:28:42.772277227,Groceries,9,204.44,Cash,Store D
1542,712,2023-02-26 02:21:08.046804680,Furniture,5,189.73,Digital Payment,Store D
1543,23,2023-02-26 03:13:33.321332133,Clothing,8,493.74,Digital Payment,Store A
1544,815,2023-02-26 04:05:58.595859586,Electronics,1,427.52,Digital Payment,Store C
1545,346,2023-02-26 04:58:23.870387038,Electronics,7,197.04,Digital Payment,Store C
1546,302,2023-02-26 05:50:49.144914491,Electronics,7,457.39,Cash,Store B
1547,363,2023-02-26 06:43:14.419441944,Electronics,8,174.6,Digital Payment,Store B
1548,396,2023-02-26 07:35:39.693969397,Groceries,3,335.61,Cash,Store C
1549,218,2023-02-26 08:28:04.968496849,Furniture,1,483.49,Cash,Store D
1550,141,2023-02-26 09:20:30.243024302,Toys,9,198.19,Credit Card,Store B
1551,1640,2023-02-26 10:12:55.517551755,Clothing,1,341.54,Cash,Store A
1552,958,2023-02-26 11:05:20.792079208,Electronics,6,151.48,Credit Card,Store A
1553,1234,2023-02-26 11:57:46.066606660,Furniture,9,136.82,Digital Payment,Store D
1554,985,2023-02-26 12:50:11.341134113,Toys,2,289.21,Credit Card,Store D
1555,993,2023-02-26 13:42:36.615661566,Furniture,4,489.74,Digital Payment,Store B
1556,1647,2023-02-26 14:35:01.890189019,Groceries,2,229.3,Cash,Store A
1557,1640,2023-02-26 15:27:27.164716471,Toys,4,469.13,Credit Card,Store D
1558,828,2023-02-26 16:19:52.439243924,Furniture,2,457.61,Digital Payment,Store A
1559,683,2023-02-26 17:12:17.713771377,Groceries,1,130.61,Digital Payment,Store B
1560,1484,2023-02-26 18:04:42.988298830,Furniture,3,203.9,Credit Card,Store D
1561,1004,2023-02-26 18:57:08.262826282,Furniture,8,323.43,Credit Card,Store C
1562,356,2023-02-26 19:49:33.537353735,Toys,5,261.43,Digital Payment,Store A
1563,1008,2023-02-26 20:41:58.811881188,Groceries,4,52.5,Digital Payment,Store D
1564,1348,2023-02-26 21:34:24.086408641,Electronics,5,496.88,Cash,Store B
1565,1157,2023-02-26 22:26:49.360936093,Clothing,6,377.56,Digital Payment,Store C
1566,888,2023-02-26 23:19:14.635463546,Toys,6,221.66,Credit Card,Store D
1567,1829,2023-02-27 00:11:39.909990999,Groceries,5,310.99,Digital Payment,Store A
1568,1864,2023-02-27 01:04:05.184518452,Furniture,6,48.35,Digital Payment,Store A
1569,127,2023-02-27 01:56:30.459045904,Groceries,9,250.17,Credit Card,Store B
1570,1130,2023-02-27 02:48:55.733573357,Clothing,5,465.76,Cash,Store A
1571,1009,2023-02-27 03:41:21.008100810,Clothing,6,448.82,Digital Payment,Store C
1572,604,2023-02-27 04:33:46.282628263,Electronics,4,172.0,Credit Card,Store B
1573,1823,2023-02-27 05:26:11.557155715,Electronics,3,268.03,Credit Card,Store B
1574,1402,2023-02-27 06:18:36.831683168,Clothing,6,350.2,Credit Card,Store D
1575,1929,2023-02-27 07:11:02.106210621,Toys,5,173.3,Credit Card,Store B
1576,1014,2023-02-27 08:03:27.380738074,Toys,4,37.12,Cash,Store D
1577,51,2023-02-27 08:55:52.655265526,Furniture,5,255.19,Credit Card,Store B
1578,1053,2023-02-27 09:48:17.929792979,Electronics,7,302.81,Digital Payment,Store D
1579,1486,2023-02-27 10:40:43.204320432,Furniture,1,7.89,Cash,Store D
1580,1320,2023-02-27 11:33:08.478847885,Electronics,1,52.31,Credit Card,Store D
1581,1321,2023-02-27 12:25:33.753375337,Clothing,1,107.61,Digital Payment,Store C
1582,1750,2023-02-27 13:17:59.027902790,Toys,2,177.29,Cash,Store D
1583,779,2023-02-27 14:10:24.302430243,Toys,9,272.82,Digital Payment,Store C
1584,1431,2023-02-27 15:02:49.576957696,Clothing,5,150.45,Cash,Store D
1585,1793,2023-02-27 15:55:14.851485148,Furniture,9,141.71,Credit Card,Store D
1586,814,2023-02-27 16:47:40.126012601,Furniture,5,435.33,Digital Payment,Store C
1587,1637,2023-02-27 17:40:05.400540054,Groceries,7,76.8,Credit Card,Store C
1588,1429,2023-02-27 18:32:30.675067507,Electronics,6,250.25,Cash,Store C
1589,1370,2023-02-27 19:24:55.949594959,Furniture,2,476.65,Credit Card,Store C
1590,1646,2023-02-27 20:17:21.224122412,Clothing,3,314.38,Credit Card,Store D
1591,420,2023-02-27 21:09:46.498649865,Furniture,5,360.02,Digital Payment,Store D
1592,1206,2023-02-27 22:02:11.773177317,Toys,4,218.46,Credit Card,Store B
1593,983,2023-02-27 22:54:37.047704770,Electronics,6,14.87,Credit Card,Store B
1594,825,2023-02-27 23:47:02.322232223,Groceries,8,324.83,Credit Card,Store D
1595,1025,2023-02-28 00:39:27.596759676,Electronics,8,317.8,Cash,Store B
1596,1855,2023-02-28 01:31:52.871287128,Toys,3,59.66,Digital Payment,Store C
1597,1974,2023-02-28 02:24:18.145814581,Toys,4,233.77,Digital Payment,Store B
1598,567,2023-02-28 03:16:43.420342034,Toys,1,458.09,Credit Card,Store C
1599,371,2023-02-28 04:09:08.694869487,Toys,2,106.52,Digital Payment,Store D
1600,936,2023-02-28 05:01:33.969396939,Clothing,9,233.24,Cash,Store B
1601,1935,2023-02-28 05:53:59.243924392,Groceries,2,233.25,Cash,Store C
1602,661,2023-02-28 06:46:24.518451845,Toys,6,406.33,Credit Card,Store D
1603,1455,2023-02-28 07:38:49.792979298,Toys,7,413.17,Credit Card,Store D
1604,969,2023-02-28 08:31:15.067506750,Furniture,6,380.84,Cash,Store C
1605,1333,2023-02-28 09:23:40.342034203,Groceries,8,185.9,Cash,Store C
1606,1161,2023-02-28 10:16:05.616561656,Electronics,9,40.66,Cash,Store D
1607,202,2023-02-28 11:08:30.891089109,Groceries,8,177.99,Credit Card,Store A
1608,1460,2023-02-28 12:00:56.165616561,Groceries,5,341.5,Cash,Store A
1609,313,2023-02-28 12:53:21.440144014,Groceries,8,352.86,Credit Card,Store C
1610,117,2023-02-28 13:45:46.714671467,Toys,9,482.68,Cash,Store B
1611,1690,2023-02-28 14:38:11.989198920,Toys,8,229.55,Cash,Store C
1612,937,2023-02-28 15:30:37.263726372,Clothing,2,318.06,Digital Payment,Store D
1613,1827,2023-02-28 16:23:02.538253825,Electronics,2,271.9,Cash,Store C
1614,575,2023-02-28 17:15:27.812781278,Furniture,3,79.56,Credit Card,Store A
1615,244,2023-02-28 18:07:53.087308731,Groceries,7,233.3,Cash,Store C
1616,537,2023-02-28 19:00:18.361836183,Electronics,9,274.69,Digital Payment,Store A
1617,1626,2023-02-28 19:52:43.636363636,Electronics,8,475.62,Cash,Store B
1618,75,2023-02-28 20:45:08.910891089,Clothing,9,186.44,Cash,Store B
1619,1830,2023-02-28 21:37:34.185418542,Furniture,6,490.15,Cash,Store B
1620,386,2023-02-28 22:29:59.459945994,Groceries,1,273.44,Credit Card,Store C
1621,1927,2023-02-28 23:22:24.734473447,Furniture,4,125.02,Cash,Store A
1622,1234,2023-03-01 00:14:50.009000900,Clothing,6,99.87,Cash,Store C
1623,475,2023-03-01 01:07:15.283528353,Toys,6,75.14,Cash,Store B
1624,418,2023-03-01 01:59:40.558055805,Electronics,8,229.2,Digital Payment,Store C
1625,347,2023-03-01 02:52:05.832583258,Groceries,1,15.85,Credit Card,Store A
1626,1553,2023-03-01 03:44:31.107110711,Toys,2,225.3,Credit Card,Store D
1627,640,2023-03-01 04:36:56.381638164,Clothing,2,494.26,Digital Payment,Store A
1628,939,2023-03-01 05:29:21.656165616,Furniture,6,336.7,Credit Card,Store B
1629,955,2023-03-01 06:21:46.930693069,Electronics,7,381.09,Digital Payment,Store B
1630,876,2023-03-01 07:14:12.205220522,Groceries,2,63.91,Cash,Store B
1631,763,2023-03-01 08:06:37.479747975,Toys,5,239.18,Credit Card,Store C
1632,1203,2023-03-01 08:59:02.754275427,Toys,6,146.68,Cash,Store A
1633,1206,2023-03-01 09:51:28.028802880,Electronics,4,447.58,Cash,Store C
1634,664,2023-03-01 10:43:53.303330333,Furniture,1,94.74,Credit Card,Store B
1635,25,2023-03-01 11:36:18.577857786,Clothing,3,232.07,Cash,Store A
1636,1991,2023-03-01 12:28:43.852385238,Furniture,9,296.08,Cash,Store D
1637,1204,2023-03-01 13:21:09.126912691,Furniture,6,259.45,Digital Payment,Store B
1638,710,2023-03-01 14:13:34.401440144,Furniture,2,415.97,Credit Card,Store A
1639,1525,2023-03-01 15:05:59.675967597,Electronics,9,119.57,Cash,Store A
1640,1880,2023-03-01 15:58:24.950495049,Electronics,4,191.81,Digital Payment,Store B
1641,1185,2023-03-01 16:50:50.225022502,Clothing,8,397.08,Credit Card,Store D
1642,177,2023-03-01 17:43:15.499549955,Furniture,7,266.4,Cash,Store A
1643,285,2023-03-01 18:35:40.774077407,Electronics,3,204.05,Cash,Store A
1644,63,2023-03-01 19:28:06.048604860,Clothing,8,19.57,Cash,Store D
1645,1003,2023-03-01 20:20:31.323132313,Clothing,4,377.93,Cash,Store B
1646,662,2023-03-01 21:12:56.597659766,Furniture,2,486.23,Cash,Store A
1647,666,2023-03-01 22:05:21.872187218,Groceries,5,312.04,Credit Card,Store B
1648,156,2023-03-01 22:57:47.146714671,Furniture,1,428.99,Credit Card,Store C
1649,1906,2023-03-01 23:50:12.421242124,Groceries,8,260.85,Digital Payment,Store C
1650,1493,2023-03-02 00:42:37.695769577,Clothing,8,119.68,Digital Payment,Store D
1651,1073,2023-03-02 01:35:02.970297029,Electronics,3,12.15,Digital Payment,Store B
1652,967,2023-03-02 02:27:28.244824482,Toys,1,328.43,Credit Card,Store A
1653,849,2023-03-02 03:19:53.519351935,Clothing,4,249.09,Credit Card,Store D
1654,1108,2023-03-02 04:12:18.793879388,Electronics,9,392.14,Credit Card,Store C
1655,1385,2023-03-02 05:04:44.068406840,Clothing,9,348.87,Cash,Store B
1656,689,2023-03-02 05:57:09.342934293,Furniture,1,494.04,Credit Card,Store D
1657,148,2023-03-02 06:49:34.617461746,Groceries,7,257.6,Credit Card,Store D
1658,1654,2023-03-02 07:41:59.891989199,Clothing,6,216.45,Cash,Store B
1659,342,2023-03-02 08:34:25.166516651,Electronics,7,146.94,Digital Payment,Store A
1660,476,2023-03-02 09:26:50.441044104,Furniture,7,241.05,Digital Payment,Store A
1661,1087,2023-03-02 10:19:15.715571557,Toys,8,437.07,Digital Payment,Store A
1662,1725,2023-03-02 11:11:40.990099010,Furniture,8,26.01,Cash,Store B
1663,1384,2023-03-02 12:04:06.264626462,Groceries,2,489.06,Cash,Store C
1664,561,2023-03-02 12:56:31.539153915,Furniture,4,496.69,Cash,Store D
1665,327,2023-03-02 13:48:56.813681368,Toys,4,300.92,Credit Card,Store B
1666,1793,2023-03-02 14:41:22.088208821,Electronics,8,169.11,Digital Payment,Store A
1667,1760,2023-03-02 15:33:47.362736273,Clothing,3,115.41,Cash,Store A
1668,1165,2023-03-02 16:26:12.637263726,Groceries,3,141.86,Cash,Store D
1669,990,2023-03-02 17:18:37.911791179,Toys,2,29.8,Digital Payment,Store D
1670,215,2023-03-02 18:11:03.186318632,Groceries,1,240.18,Digital Payment,Store D
1671,435,2023-03-02 19:03:28.460846084,Furniture,8,33.38,Credit Card,Store D
1672,1915,2023-03-02 19:55:53.735373537,Groceries,9,360.64,Digital Payment,Store D
1673,952,2023-03-02 20:48:19.009900990,Toys,9,189.11,Cash,Store B
1674,723,2023-03-02 21:40:44.284428443,Clothing,8,103.69,Credit Card,Store A
1675,1342,2023-03-02 22:33:09.558955895,Clothing,5,274.7,Digital Payment,Store A
1676,32,2023-03-02 23:25:34.833483348,Groceries,1,487.01,Credit Card,Store B
1677,670,2023-03-03 00:18:00.108010801,Electronics,9,349.09,Cash,Store C
1678,285,2023-03-03 01:10:25.382538254,Groceries,6,248.41,Cash,Store A
1679,1329,2023-03-03 02:02:50.657065706,Furniture,7,389.57,Cash,Store C
1680,429,2023-03-03 02:55:15.931593159,Clothing,8,370.05,Cash,Store C
1681,1501,2023-03-03 03:47:41.206120612,Clothing,5,446.41,Credit Card,Store C
1682,286,2023-03-03 04:40:06.480648065,Clothing,6,106.31,Credit Card,Store C
1683,1168,2023-03-03 05:32:31.755175517,Electronics,7,430.14,Cash,Store A
1684,1448,2023-03-03 06:24:57.029702970,Electronics,7,154.01,Credit Card,Store A
1685,1043,2023-03-03 07:17:22.304230423,Toys,2,470.79,Cash,Store B
1686,18,2023-03-03 08:09:47.578757876,Groceries,1,144.13,Cash,Store A
1687,769,2023-03-03 09:02:12.853285328,Groceries,8,463.79,Digital Payment,Store B
1688,590,2023-03-03 09:54:38.127812781,Furniture,5,482.08,Credit Card,Store C
1689,1395,2023-03-03 10:47:03.402340234,Clothing,2,77.02,Digital Payment,Store B
1690,1199,2023-03-03 11:39:28.676867687,Electronics,3,487.38,Cash,Store B
1691,1010,2023-03-03 12:31:53.951395139,Furniture,6,47.43,Digital Payment,Store A
1692,194,2023-03-03 13:24:19.225922592,Furniture,6,113.19,Cash,Store B
1693,502,2023-03-03 14:16:44.500450045,Electronics,8,224.86,Cash,Store C
1694,988,2023-03-03 15:09:09.774977497,Groceries,5,496.83,Cash,Store A
1695,1137,2023-03-03 16:01:35.049504950,Clothing,5,246.84,Credit Card,Store A
1696,114,2023-03-03 16:54:00.324032403,Groceries,7,277.45,Cash,Store A
1697,1246,2023-03-03 17:46:25.598559856,Furniture,5,348.74,Cash,Store D
1698,1702,2023-03-03 18:38:50.873087308,Clothing,9,484.31,Credit Card,Store C
1699,947,2023-03-03 19:31:16.147614761,Toys,6,392.76,Credit Card,Store B
1700,831,2023-03-03 20:23:41.422142214,Furniture,7,115.96,Cash,Store D
1701,1668,2023-03-03 21:16:06.696669667,Groceries,8,154.98,Credit Card,Store A
1702,1921,2023-03-03 22:08:31.971197119,Groceries,5,53.33,Cash,Store D
1703,1288,2023-03-03 23:00:57.245724572,Groceries,4,324.0,Digital Payment,Store D
1704,925,2023-03-03 23:53:22.520252025,Electronics,8,94.47,Credit Card,Store B
1705,55,2023-03-04 00:45:47.794779478,Furniture,9,132.42,Digital Payment,Store C
1706,1895,2023-03-04 01:38:13.069306930,Clothing,1,444.62,Cash,Store D
1707,1667,2023-03-04 02:30:38.343834383,Groceries,3,166.74,Credit Card,Store C
1708,800,2023-03-04 03:23:03.618361836,Groceries,4,285.49,Credit Card,Store C
1709,778,2023-03-04 04:15:28.892889289,Electronics,7,201.8,Cash,Store A
1710,1482,2023-03-04 05:07:54.167416741,Clothing,6,41.65,Credit Card,Store A
1711,1902,2023-03-04 06:00:19.441944194,Furniture,1,184.62,Credit Card,Store B
1712,162,2023-03-04 06:52:44.716471647,Toys,4,206.99,Credit Card,Store B
1713,1404,2023-03-04 07:45:09.990999100,Electronics,6,448.37,Digital Payment,Store D
1714,87,2023-03-04 08:37:35.265526552,Furniture,3,165.6,Cash,Store A
1715,55,2023-03-04 09:30:00.540054005,Toys,2,192.72,Cash,Store C
1716,1500,2023-03-04 10:22:25.814581458,Groceries,2,392.53,Cash,Store C
1717,1824,2023-03-04 11:14:51.089108911,Groceries,4,380.68,Credit Card,Store D
1718,1202,2023-03-04 12:07:16.363636363,Clothing,1,400.15,Credit Card,Store A
1719,1415,2023-03-04 12:59:41.638163816,Toys,2,477.12,Credit Card,Store B
1720,1373,2023-03-04 13:52:06.912691269,Groceries,2,398.8,Cash,Store D
1721,1032,2023-03-04 14:44:32.187218722,Groceries,4,206.77,Digital Payment,Store C
1722,833,2023-03-04 15:36:57.461746174,Clothing,4,411.65,Cash,Store A
1723,313,2023-03-04 16:29:22.736273627,Furniture,1,256.79,Cash,Store B
1724,759,2023-03-04 17:21:48.010801080,Groceries,7,142.47,Digital Payment,Store B
1725,1859,2023-03-04 18:14:13.285328533,Electronics,7,154.94,Credit Card,Store C
1726,443,2023-03-04 19:06:38.559855985,Electronics,1,115.8,Credit Card,Store C
1727,1791,2023-03-04 19:59:03.834383438,Furniture,8,76.77,Cash,Store C
1728,328,2023-03-04 20:51:29.108910891,Toys,7,96.32,Digital Payment,Store C
1729,1078,2023-03-04 21:43:54.383438344,Clothing,7,36.27,Cash,Store B
1730,761,2023-03-04 22:36:19.657965796,Electronics,6,444.78,Cash,Store A
1731,1263,2023-03-04 23:28:44.932493249,Electronics,4,465.85,Digital Payment,Store B
1732,1253,2023-03-05 00:21:10.207020702,Furniture,8,295.45,Digital Payment,Store C
1733,579,2023-03-05 01:13:35.481548155,Toys,2,421.04,Credit Card,Store A
1734,1075,2023-03-05 02:06:00.756075607,Toys,7,95.87,Cash,Store B
1735,1633,2023-03-05 02:58:26.030603060,Furniture,3,451.33,Digital Payment,Store A
1736,1628,2023-03-05 03:50:51.305130513,Electronics,3,255.65,Digital Payment,Store B
1737,1007,2023-03-05 04:43:16.579657966,Clothing,7,38.25,Digital Payment,Store A
1738,1288,2023-03-05 05:35:41.854185418,Electronics,3,74.95,Digital Payment,Store B
1739,1442,2023-03-05 06:28:07.128712871,Toys,5,157.94,Cash,Store B
1740,1827,2023-03-05 07:20:32.403240324,Electronics,8,26.56,Cash,Store D
1741,96,2023-03-05 08:12:57.677767777,Clothing,4,158.1,Cash,Store C
1742,1112,2023-03-05 09:05:22.952295229,Groceries,7,34.67,Digital Payment,Store D
1743,1102,2023-03-05 09:57:48.226822682,Electronics,7,121.83,Credit Card,Store B
1744,1312,2023-03-05 10:50:13.501350135,Furniture,2,136.51,Digital Payment,Store C
1745,1144,2023-03-05 11:42:38.775877587,Groceries,8,497.21,Cash,Store B
1746,814,2023-03-05 12:35:04.050405040,Furniture,9,121.6,Cash,Store D
1747,491,2023-03-05 13:27:29.324932493,Furniture,6,123.4,Cash,Store A
1748,1936,2023-03-05 14:19:54.599459946,Furniture,5,344.96,Credit Card,Store A
1749,452,2023-03-05 15:12:19.873987398,Electronics,1,430.38,Credit Card,Store C
1750,1524,2023-03-05 16:04:45.148514851,Toys,1,196.59,Cash,Store D
1751,165,2023-03-05 16:57:10.423042304,Groceries,9,438.43,Digital Payment,Store D
1752,182,2023-03-05 17:49:35.697569757,Clothing,4,173.37,Cash,Store B
1753,469,2023-03-05 18:42:00.972097209,Toys,1,102.52,Cash,Store C
